"","thorax_temp"
"912",39.0474565901609
"913",30.1531287082227
"914",107.345105994892
"915",500
"916",23.8849431152654
"917",500
"918",500
"919",57.6485256386792
"920",105.454324476874
"921",25.8497354027906
"922",104.197590562608
"923",500
"924",46.5717511954034
"925",106.496800967218
"926",12.5025166159661
"927",116.951103981599
"928",73.015132806118
"929",44.7540505294082
"930",4.93654744341848
"931",40.1919125608757
"932",500
"933",500
"934",51.0371513533931
"935",117.427933449113
"936",11.2422010404029
"937",11.5783207947005
"938",38.6541644713726
"939",20.1930878390626
"940",16.3242206671504
"941",500
"942",90.9440758226291
"943",500
"944",500
"945",500
"946",45.2509851806329
"947",500
"948",52.2884146109692
"949",33.2531078952205
"950",42.1871164430116
"951",14.8862601138538
"952",500
"953",51.6185296772417
"954",33.516078359437
"955",51.6573876843631
"956",45.7599535712058
"957",128.54977220246
"958",48.0533104303007
"959",500
"960",105.067942161343
"961",500
"962",102.861416479345
"963",82.5615023902828
"964",14.4964568340552
"965",111.62706556772
"966",103.592654561366
"967",28.5730887677764
"968",500
"969",108.329068830242
"970",42.5176301964995
"971",24.2559618698849
"972",500
"973",108.305384194739
"974",86.6286333026
"975",17.723996302428
"976",59.0839245905356
"977",500
"978",93.6012172178531
"979",500
"980",500
"981",24.8354329752653
"982",61.0009980135437
"983",22.3167892267054
"984",40.4528310054052
"985",97.3883839514299
"986",34.5204447063026
"987",56.4324095414377
"988",500
"989",74.0501661732465
"990",500
"991",111.539976921581
"992",105.733118075901
"993",41.212085593318
"994",84.4490261668593
"995",500
"996",500
"997",24.5287004715423
"998",56.1903513235143
"999",500
"1000",500
"1001",500
"1002",78.9245974009915
"1003",107.814587269383
"1004",104.512548816449
"1005",26.249663005737
"1006",25.0083023522158
"1007",12.2869351399969
"1008",500
"1009",12.9056874045455
"1010",23.9178867669199
"1011",6.76728758458245
"1012",500
"1013",43.9121168776593
"1014",39.5770204947526
"1015",28.313508308596
"1016",105.062890973892
"1017",500
"1018",18.002521389848
"1019",500
"1020",66.2395504964281
"1021",100.943514613346
"1022",36.3870106149592
"1023",26.2756056840723
"1024",45.9486514068196
"1025",25.9775972077235
"1026",124.27539505322
"1027",111.041197094767
"1028",82.1263146879496
"1029",46.7797208800483
"1030",27.1823806745572
"1031",111.242375688331
"1032",500
"1033",115.313268256307
"1034",45.6907029402198
"1035",500
"1036",23.903579637838
"1037",500
"1038",106.507298574016
"1039",500
"1040",26.0703785614577
"1041",126.04751490369
"1042",109.708208760394
"1043",500
"1044",51.53944845047
"1045",15.5230649279791
"1046",500
"1047",500
"1048",5.43765802445733
"1049",3.37949414246469
"1050",4.80159698692989
"1051",41.8654111903986
"1052",106.227565793334
"1053",500
"1054",13.5924674890011
"1055",500
"1056",10.0764289224117
"1057",25.921826122909
"1058",500
"1059",40.3173599177995
"1060",500
"1061",31.4616066359566
"1062",8.9598287634542
"1063",500
"1064",500
"1065",16.10679793653
"1066",46.3279151828336
"1067",500
"1068",500
"1069",500
"1070",14.5013725339072
"1071",56.4227929749276
"1072",11.5051145337741
"1073",500
"1074",122.8340962674
"1075",43.7386294102821
"1076",500
"1077",104.726523493667
"1078",113.083203673248
"1079",31.5085671916035
"1080",35.5300870025923
"1081",17.2744843116222
"1082",65.1730433958816
"1083",38.2518233013297
"1084",500
"1085",500
"1086",94.8837630717239
"1087",500
"1088",32.4288721220188
"1089",500
"1090",500
"1091",10.0180125775833
"1092",45.3326480020625
"1093",500
"1094",48.708606810538
"1095",25.9286265209118
"1096",122.78851629627
"1097",112.87478237135
"1098",65.5197567010459
"1099",19.1673955810915
"1100",500
"1101",500
"1102",500
"1103",24.3295076476376
"1104",500
"1105",48.5865855577935
"1106",43.8862832272459
"1107",29.6397412506887
"1108",8.43069261714987
"1109",5.66542358183318
"1110",45.8614864635367
"1111",47.1430535363031
"1112",10.3168555070604
"1113",20.0678382071652
"1114",81.7685974886075
"1115",76.7886605851729
"1116",9.65309859778688
"1117",32.2589285866699
"1118",500
"1119",500
"1120",500
"1121",59.2444120104379
"1122",111.899661846357
"1123",20.6764998974345
"1124",8.34239739839865
"1125",49.0795614236045
"1126",500
"1127",58.2727043643243
"1128",500
"1129",30.8679318236431
"1130",16.3747968062124
"1131",27.1097404505322
"1132",52.8713313706859
"1133",17.29196367316
"1134",16.4115585674655
"1135",28.1037686662964
"1136",21.8439510698404
"1137",52.8755072080018
"1138",500
"1139",500
"1140",500
"1141",500
"1142",61.4769323892401
"1143",105.823010900083
"1144",21.9382099409469
"1145",22.4248808759498
"1146",49.8597925347937
"1147",54.7386035242886
"1148",500
"1149",28.0576739798101
"1150",28.5755767148856
"1151",80.6818482295286
"1152",55.0423996662184
"1153",117.181938519231
"1154",23.8518280424787
"1155",45.9134247563904
"1156",500
"1157",500
"1158",16.1439536340982
"1159",19.1104856067394
"1160",54.881865514691
"1161",500
"1162",95.3488548744995
"1163",82.3796351673036
"1164",500
"1165",24.6215734594637
"1166",8.14156649129552
"1167",500
"1168",50.0891626709517
"1169",42.9170408369283
"1170",30.3850355056604
"1171",16.5693151587447
"1172",105.861685882662
"1173",500
"1174",68.3357935388607
"1175",500
"1176",9.94446405343285
"1177",106.603449326789
"1178",29.084330249722
"1179",500
"1180",17.6767914010357
"1181",500
"1182",500
"1183",20.2243690126563
"1184",50.6958553591232
"1185",33.7030702635417
"1186",500
"1187",60.0822268185197
"1188",47.7534386055145
"1189",500
"1190",24.8772791642086
"1191",500
"1192",29.3487851751183
"1193",54.0185383159052
"1194",14.3370501405952
"1195",115.653218829728
"1196",24.3119419622665
"1197",30.0616573592587
"1198",500
"1199",87.4975648718078
"1200",34.4263453136363
"1201",111.451325560883
"1202",110.971548945193
"1203",77.6332993100442
"1204",500
"1205",500
"1206",500
"1207",500
"1208",500
"1209",83.43336174211
"1210",107.357688819786
"1211",500
"1212",500
"1213",56.0915592350673
"1214",43.1056778487185
"1215",17.1372941624355
"1216",10.8187316088619
"1217",23.2956116249431
"1218",500
"1219",19.140579917183
"1220",20.0820440002259
"1221",500
"1222",107.975693882279
"1223",28.8712974040382
"1224",500
"1225",500
"1226",109.624140658095
"1227",54.4717726520584
"1228",500
"1229",49.6958634949239
"1230",500
"1231",68.3628660922276
"1232",31.8044275945782
"1233",28.9666206583217
"1234",500
"1235",47.9875396024059
"1236",61.3746234269844
"1237",13.4422455857515
"1238",3.98904151989376
"1239",18.1819534482989
"1240",17.4422392131033
"1241",19.3959486342854
"1242",500
"1243",500
"1244",500
"1245",105.601909670611
"1246",70.8571061632098
"1247",28.0163668589452
"1248",23.0726810921734
"1249",45.8052193642856
"1250",17.1941851179108
"1251",500
"1252",500
"1253",23.700170536412
"1254",25.6543378364333
"1255",24.6900947461665
"1256",34.4454108501439
"1257",11.4622606431128
"1258",500
"1259",44.2586097369541
"1260",9.40941538086321
"1261",500
"1262",500
"1263",500
"1264",13.6844739056812
"1265",87.1573296484555
"1266",50.8132884491861
"1267",37.725613572
"1268",11.9676749196316
"1269",6.38768426323401
"1270",126.407744408968
"1271",500
"1272",12.8690860459716
"1273",112.075502688301
"1274",500
"1275",50.1463435955043
"1276",61.1261474474289
"1277",42.2996260027119
"1278",37.8330601833604
"1279",57.6194296518086
"1280",59.2352187096633
"1281",500
"1282",24.3510252735125
"1283",500
"1284",23.559472802063
"1285",20.168672554778
"1286",116.126144552527
"1287",28.5349709612299
"1288",15.6501019217496
"1289",53.7848668247276
"1290",40.8057874465007
"1291",31.5288644007364
"1292",17.5248811708517
"1293",50.3528756776116
"1294",500
"1295",500
"1296",27.1289193899522
"1297",36.6605103334776
"1298",114.304160904629
"1299",500
"1300",14.0405044878334
"1301",500
"1302",63.0924041357216
"1303",9.76390682688884
"1304",500
"1305",49.8314421640415
"1306",10.9704916863119
"1307",500
"1308",500
"1309",86.386487969196
"1310",64.5498802040526
"1311",32.3074366193438
"1312",31.8405638972471
"1313",51.9070275711501
"1314",43.7043388747309
"1315",37.8551058030168
"1316",32.6198619257745
"1317",500
"1318",500
"1319",90.2524943047706
"1320",4.2238868812409
"1321",500
"1322",500
"1323",500
"1324",500
"1325",116.164553903913
"1326",49.1396348294917
"1327",500
"1328",4.99859897321755
"1329",500
"1330",500
"1331",500
"1332",103.547744177164
"1333",109.209804186133
"1334",109.260456130613
"1335",40.6076455940062
"1336",58.3504800409747
"1337",62.3187112595749
"1338",50.8460391484176
"1339",40.9064104879374
"1340",72.0607432124568
"1341",22.9919305444281
"1342",20.6148667992567
"1343",500
"1344",500
"1345",16.7545753171788
"1346",62.3740888616155
"1347",45.0211734084298
"1348",500
"1349",65.6237343287719
"1350",41.6140046524284
"1351",42.9033435512937
"1352",53.1691735447652
"1353",19.4704769490801
"1354",500
"1355",35.4168021684833
"1356",38.330973432741
"1357",23.4689190915987
"1358",15.5699277269975
"1359",500
"1360",25.5471075551901
"1361",500
"1362",26.8401880437788
"1363",25.7663517819772
"1364",40.296737911177
"1365",42.5631160838196
"1366",500
"1367",32.9036781169361
"1368",45.6240202729076
"1369",28.9219638307271
"1370",500
"1371",500
"1372",30.1088687480483
"1373",26.5783430653935
"1374",58.744449883705
"1375",52.8070653398207
"1376",61.490468553729
"1377",58.7658046059191
"1378",48.2863297062814
"1379",60.3341171530141
"1380",32.4103557080382
"1381",19.4950055549848
"1382",500
"1383",500
"1384",26.3156370720977
"1385",47.756492015156
"1386",500
"1387",500
"1388",63.0488630334157
"1389",74.0722333533968
"1390",68.2340829787386
"1391",124.999985444054
"1392",3.77138317353086
"1393",4.46432401464477
"1394",56.9385383799606
"1395",109.986403152898
"1396",32.167664647777
"1397",121.458611679858
"1398",500
"1399",83.2984080887096
"1400",32.569996069685
"1401",37.2463160395527
"1402",53.7156095293623
"1403",113.869598414513
"1404",500
"1405",18.6222117790841
"1406",95.3453991655356
"1407",115.527093336547
"1408",122.704207409009
"1409",49.8519332172281
"1410",500
"1411",21.0118351864007
"1412",500
"1413",500
"1414",15.2587653706129
"1415",21.3466649398663
"1416",55.3775275969681
"1417",32.030500425087
"1418",500
"1419",65.9969942680623
"1420",57.223344205682
"1421",97.4120927459989
"1422",75.7933499616525
"1423",83.6237124790918
"1424",18.1290189757864
"1425",28.9410869506609
"1426",500
"1427",500
"1428",500
"1429",22.4501893233697
"1430",23.7160409268593
"1431",31.5395628827522
"1432",500
"1433",109.243929830116
"1434",33.8578150076913
"1435",115.155371772589
"1436",500
"1437",500
"1438",21.7545481619991
"1439",7.72938478883225
"1440",39.8725259178507
"1441",32.3030894312515
"1442",500
"1443",107.080470200111
"1444",33.8870742701301
"1445",500
"1446",88.5241510887064
"1447",23.326577494376
"1448",500
"1449",21.0353233940414
"1450",500
"1451",20.5508015142902
"1452",61.7375907633697
"1453",122.437507183694
"1454",22.4466413597286
"1455",110.590780093198
"1456",128.200352434694
"1457",34.1219424797019
"1458",7.60277782317132
"1459",47.5743833229619
"1460",38.5593329632696
"1461",50.9901981975454
"1462",13.5728182828316
"1463",49.9239071685849
"1464",16.057279575
"1465",19.8645509969832
"1466",500
"1467",22.8851456611613
"1468",61.0896878056716
"1469",500
"1470",4.85823027562009
"1471",38.1067601234362
"1472",47.7822798483703
"1473",26.6332322709485
"1474",27.0910923421652
"1475",32.8981865140362
"1476",26.3254337908934
"1477",500
"1478",42.3514108611247
"1479",500
"1480",21.0618879697726
"1481",39.0632466364583
"1482",114.515790624926
"1483",20.0670106453511
"1484",34.2940292649705
"1485",122.019983739397
"1486",0.497794441992539
"1487",500
"1488",45.7774192719577
