"","x"
"1",8.26568315594755
"2",8.26568315594755
"3",8.26568315594755
"4",8.26568315594755
"5",8.26568315594755
"6",8.26568315594755
"7",8.26568315594755
"8",8.26568315594755
"9",8.26568315594755
"10",8.26568315594755
"11",8.26568315594755
"12",8.26568315594755
"13",8.26568315594755
"14",8.26568315594755
"15",8.26568315594755
"16",8.26568315594755
"17",8.26568315594755
"18",8.26568315594755
"19",8.26568315594755
"20",8.26568315594755
"21",8.26568315594755
"22",8.26568315594755
"23",8.26568315594755
"24",8.26568315594755
"25",8.26568315594755
"26",8.26568315594755
"27",8.26568315594755
"28",8.26568315594755
"29",8.26568315594755
"30",8.26568315594755
"31",8.26568315594755
"32",8.26568315594755
"33",8.26568315594755
"34",8.26568315594755
"35",8.26568315594755
"36",8.26568315594755
"37",8.26568315594755
"38",8.26568315594755
"39",8.26568315594755
"40",8.26568315594755
"41",8.26568315594755
"42",8.26568315594755
"43",8.26568315594755
"44",8.26568315594755
"45",8.26568315594755
"46",8.26568315594755
"47",8.26568315594755
"48",8.26568315594755
"49",8.26568315594755
"50",8.87637197529469
"51",8.87637197529469
"52",8.87637197529469
"53",8.87637197529469
"54",8.87637197529469
"55",8.87637197529469
"56",8.87637197529469
"57",8.87637197529469
"58",8.87637197529469
"59",8.87637197529469
"60",8.87637197529469
"61",8.87637197529469
"62",8.87637197529469
"63",8.87637197529469
"64",8.87637197529469
"65",8.87637197529469
"66",8.87637197529469
"67",8.87637197529469
"68",8.87637197529469
"69",8.87637197529469
"70",8.87637197529469
"71",8.87637197529469
"72",8.87637197529469
"73",8.87637197529469
"74",8.87637197529469
"75",8.87637197529469
"76",8.87637197529469
"77",8.87637197529469
"78",8.87637197529469
"79",8.87637197529469
"80",8.87637197529469
"81",8.87637197529469
"82",8.87637197529469
"83",8.87637197529469
"84",8.87637197529469
"85",8.87637197529469
"86",8.87637197529469
"87",8.87637197529469
"88",8.87637197529469
"89",8.87637197529469
"90",8.87637197529469
