38,38,38
38,38,38
37,38,38
37,38,38
37,38,38
37,37,38
37,37,38
37,37,37
37,37,37
37,37,37
37,37,37
36,37,37
36,37,37
36,37,37
36,37,37
36,37,37
36,36,37
36,36,37
36,36,37
36,36,37
35,36,37
35,36,36
35,36,36
35,36,36
35,36,36
35,36,36
35,36,36
35,36,36
35,36,36
34,36,36
34,36,36
34,35,36
34,35,36
34,35,36
34,35,36
34,35,36
34,35,36
34,35,36
34,35,36
34,35,36
33,35,36
33,35,36
33,35,35
33,35,35
33,35,35
33,35,35
33,35,35
33,35,35
33,35,35
33,35,35
33,35,35
32,34,35
32,34,35
32,34,35
32,34,35
32,34,35
32,34,35
32,34,35
32,34,35
32,34,35
32,34,35
32,34,35
32,34,35
31,34,35
31,34,35
31,34,35
31,34,35
31,34,35
31,34,35
31,34,35
31,34,35
31,34,35
31,34,35
31,34,35
31,34,35
31,34,35
30,34,35
30,34,34
30,34,34
30,34,34
30,33,34
30,33,34
30,33,34
30,33,34
30,33,34
30,33,34
30,33,34
30,33,34
30,33,34
30,33,34
29,33,34
29,33,34
29,33,34
29,33,34
29,33,34
29,33,34
29,33,34
29,33,34
29,33,34
29,33,34
29,33,34
29,33,34
29,33,34
29,33,34
28,33,34
28,33,34
28,33,34
28,33,34
28,33,34
28,33,34
28,33,34
28,33,34
28,33,34
28,33,34
28,33,34
28,33,34
28,33,34
28,33,34
28,33,34
27,33,34
27,33,34
27,33,34
27,33,34
27,33,34
27,33,34
27,32,34
27,32,34
27,32,34
27,32,34
27,32,34
27,32,34
27,32,34
27,32,34
27,32,34
27,32,34
26,32,34
26,32,34
26,32,34
26,32,34
26,32,34
26,32,34
26,32,34
26,32,34
26,32,34
26,32,34
26,32,34
26,32,34
26,32,34
26,32,34
26,32,34
26,32,34
26,32,34
25,32,34
25,32,34
25,32,34
25,32,34
25,32,34
25,32,34
25,32,33
25,32,33
25,32,33
25,32,33
25,32,33
25,32,33
25,32,33
25,32,33
25,32,33
25,32,33
25,32,33
25,32,33
24,32,33
24,32,33
24,32,33
24,32,33
24,32,33
24,32,33
24,32,33
24,32,33
24,32,33
24,32,33
24,32,33
24,32,33
24,32,33
24,32,33
24,32,33
24,32,33
24,32,33
24,32,33
24,32,33
23,32,33
23,32,33
23,32,33
23,32,33
23,32,33
23,32,33
23,32,33
23,32,33
23,32,33
23,32,33
23,32,33
23,32,33
23,32,33
23,32,33
23,32,33
23,32,33
23,32,33
23,32,33
23,32,33
23,32,33
22,32,33
22,32,33
22,32,33
22,32,33
22,32,33
22,32,33
22,32,33
22,31,33
22,31,33
22,31,33
22,31,33
22,31,33
22,31,33
22,31,33
22,31,33
22,31,33
22,31,33
22,31,33
22,31,33
22,31,33
22,31,33
21,31,33
21,31,33
21,31,33
21,31,33
21,31,33
21,31,33
21,31,33
21,31,33
21,31,33
21,31,33
21,31,33
21,31,33
21,31,33
21,31,33
21,31,33
21,31,33
21,31,33
21,31,33
21,31,33
21,31,33
21,31,33
21,31,33
20,31,33
20,31,33
20,31,33
20,31,33
20,31,33
20,31,33
20,31,33
20,31,33
20,31,33
20,31,33
20,31,33
20,31,33
20,31,33
20,31,33
20,31,33
20,31,33
20,31,33
20,31,33
20,31,33
20,31,33
20,31,33
20,31,33
20,31,33
19,31,33
19,31,33
19,31,33
19,31,33
19,31,33
19,31,33
19,31,33
19,31,33
19,31,33
19,31,33
19,31,33
19,31,33
19,31,33
19,31,33
19,31,33
19,31,33
19,31,33
19,31,33
19,31,33
19,31,33
19,31,33
19,31,33
19,31,33
19,31,33
18,31,33
18,31,33
